"Date","TimeVideo","updateLat","updateLon","Description","Route","direction","Vehicle","Passenger_Count"
2017-12-22,14:30:00,45.01418,-93.17702,"Left turn - other vehicle from left",264,"Southbound","1515",2
2016-11-02,17:37:00,44.9751651,-93.2682049,"Sideswipe - bus passing other vehicle (moving/standing/double parked)",19,"Northbound","1637",15
2017-07-19,15:19:00,44.9770862,-93.2723961,"Sideswipe - other vehicle passing bus (bus standing/moving in traffic)",5,"Westbound","1515",25
2017-07-19,15:19:00,44.977087,-93.2724368,"Sideswipe - other vehicle passing bus (bus standing/moving in traffic)",5,"Westbound","1515",25
2018-03-10,15:38:00,45.01318,-93.24024,"Sideswipe - other vehicle passing bus (bus standing/moving in traffic)",32,"Eastbound","1634",8
2018-03-10,15:38:00,45.01316,-93.23783,"Sideswipe - other vehicle passing bus (bus standing/moving in traffic)",32,"Eastbound","1634",8
2018-04-19,16:54:00,45.00618,-93.20687,"Collision on, entering or exiting a bus shoulder lane",270,NA,"1308",20
2017-05-25,16:59:00,45.0062193,-93.2068455,"Collision on, entering or exiting a bus shoulder lane",261,NA,"3238",40
2016-10-27,06:13:00,44.9510062,-93.0104356,"Bus hits vehicle (includes bus backing or rolling back, except #46)",355,"Westbound","3311",50
2016-10-31,13:44:00,44.9842285,-93.2817815,"On company property (except terminals)",30,"Terminal","1625",0
2017-09-02,07:19:00,44.9758038,-93.1357048,"With fixed objects",3,"Westbound","1762",10
2018-05-03,13:08:00,44.9571,-93.23305,"With fixed objects",7,"Southbound","1624",5
2016-10-20,12:35:00,44.9840277,-93.2667911,"With fixed objects",7,"Southbound","1509",10
2016-06-17,16:38:00,45.0290631,-93.1907872,"With fixed objects",250,"Terminal","3314",40
2017-07-03,19:24:00,44.9719822,-93.2209168,"With fixed objects",16,"Terminal","1415",0
2017-08-16,19:08:00,44.9780141,-93.2768185,"Falls alighting - front door",22,NA,"1628",17
2016-05-22,09:50:00,44.9820946,-93.2624282,"Limited Mobility device tips, securement issue, seat belt issue, or occupants fall ",10,NA,"7342",35
2017-12-21,07:44:00,45.03122,-93.30845,"Falls, bumps, etc. - bus starting",19,NA,"7216",NA
2017-04-13,15:17:00,44.9952145,-93.2142121,"Falls, bumps, etc. - bus stopping",30,NA,"1135",7
2017-11-07,15:48:00,44.9702134,-93.1270875,"Falls, bumps, etc. - bus stopping",3,"Westbound","3237",2
2017-09-22,19:15:00,44.98144,-93.27014,"Falls, bumps, etc. - bus stopping",4,NA,"1311",7
2017-12-01,19:37:00,44.9375,-93.29083,"Falls, bumps, etc. - bus stopping",4,"Southbound","1324",11
2017-05-15,08:54:00,44.9179102,-93.1858698,"Straight across - other vehicle from right",921,"Eastbound","8006",6
2017-08-31,15:39:00,44.9565326,-93.1670791,"Vehicle turns right in front of bus (includes bus standing/leaving nearside zone)",921,"Northbound","8007",21
2017-08-31,15:39:00,44.9564994,-93.1670786,"Vehicle turns right in front of bus (includes bus standing/leaving nearside zone)",921,"Northbound","8007",21
2018-02-11,14:43:00,44.98314,-93.26805,"Sideswipe - bus passing other vehicle (moving/standing/double parked)",6,"Northbound","1272",1
2017-07-28,16:21:00,44.9803559,-93.2671304,"Sideswipe - other vehicle passing bus (bus standing/moving in traffic)",597,"Southbound","3355",NA
2017-10-17,08:24:00,44.95723,-93.29545,"All other collisions by bus and vehicle between intersections",114,"Northbound","3367",NA
2017-03-01,08:35:00,44.9743565,-93.2238658,"Vehicle hit bus (except #28) (includes vehicle backing or rolling back)",6,"Eastbound","1248",3
2017-03-01,08:35:00,44.9747329,-93.2248456,"Vehicle hit bus (except #28) (includes vehicle backing or rolling back)",6,"Eastbound","1248",3
2017-12-29,13:10:00,45.02185,-93.29564,"Vehicle hit bus (except #28) (includes vehicle backing or rolling back)",5,NA,"1733",NA
2017-10-05,09:00:00,44.95723,-93.28794,"Vehicle hits bus standing in zone (except #11)",4,"Northbound","1224",30
2017-03-16,08:38:00,44.8813993,-93.2053667,"With fixed objects",54,NA,"1403",30
2017-11-15,20:30:00,44.92976,-93.12362,"Falls boarding",54,"Eastbound","1701",7
2017-01-16,06:36:00,44.9560841,-93.2626081,"Falls alighting - rear door (manual)",5,"Southbound","1670",15
2017-05-10,09:53:00,44.9788176,-93.2739343,"Falls, bumps, etc. - bus starting",14,"Southbound","1223",7
2018-03-02,09:39:00,44.9764,-93.27394,"Falls, bumps, etc. - bus stopping",5,NA,"1269",10
2017-05-18,18:21:00,44.9601568,-93.1669824,"Falls, bumps, etc. - bus stopping",921,NA,"8000",12
2017-11-08,06:10:00,44.86296,-93.24256,"Incidents not otherwise classified",467,"Pull-Out","6101",0
2017-10-31,19:06:00,44.97889,-93.27388,"Vehicle turns right in front of bus (includes bus standing/leaving nearside zone)",94,NA,"1783",20
2018-03-14,16:50:00,44.97448,-93.26358,"Sideswipe - other vehicle passing bus (bus standing/moving in traffic)",365,"Eastbound","3324",55
2017-12-05,09:11:00,44.97947,-93.27501,"Bus hits vehicle (includes bus backing or rolling back, except #46)",365,"Pull-in","6107",0
2017-08-04,15:06:00,44.963024,-93.0759167,"Bus pulling into zone hits standing vehicle",64,"Westbound","7311",20
2018-01-09,11:59:00,44.97347,-93.26131,"Bus pulling away from zone hits standing vehicle",94,"Eastbound","3370",16
2017-12-05,05:58:00,44.96607,-93.08832,"On company property (except terminals)",275,NA,"0208",0
2018-02-16,13:01:00,44.91053,-93.15221,"Falls, bumps, etc. - bus stopping",54,"Westbound","1280",30
2018-02-02,18:48:00,44.94939,-93.26232,"Falls, bumps, etc. - bus stopping",21,"Westbound","1286",20
2017-03-20,15:39:00,44.9774849,-93.0313663,"Falls, bumps, etc. - bus turning at curves or corners",64,"Eastbound","7310",6
2017-06-01,08:54:00,44.9467577,-93.0921806,"Incidents not otherwise classified",63,"Eastbound","7300",10
2016-12-12,15:45:00,44.9593433,-93.1136144,"Falls, bumps, etc. - bus starting",67,"Eastbound","1245",NA
2016-12-19,17:56:00,44.9691248,-93.2881414,"Falls, bumps, etc. - bus running straight",4,NA,"1272",NA
2018-01-26,12:06:00,44.94841,-93.28784,"Sideswipe - bus passing other vehicle (moving/standing/double parked)",21,"Westbound","1558",14
2017-07-24,12:32:00,44.9496494,-93.2983704,"Sideswipe - other vehicle passing bus (bus standing/moving in traffic)",17,"Westbound","7153",5
2017-09-29,15:45:00,44.92661,-93.24731,"All other collisions by bus and vehicle between intersections",46,"Northbound","1182",2
2016-12-13,16:22:00,44.9733842,-93.2771532,"Bus hits vehicle (includes bus backing or rolling back, except #46)",11,NA,"7326",NA
2018-02-02,08:04:00,44.93997,-93.29832,"Vehicle hit bus (except #28) (includes vehicle backing or rolling back)",6,"Southbound","1731",9
2018-02-26,07:24:00,44.86842,-93.27817,"Vehicle hits bus standing in zone (except #11)",554,"Northbound","7222",15
2018-02-26,07:31:00,44.87079,-93.27813,"Vehicle hits bus standing in zone (except #11)",554,"Northbound","7222",NA
2018-01-10,07:52:00,44.94834,-93.24659,"Vehicle hits bus standing in zone (except #11)",2,"Eastbound","1552",6
2017-12-26,08:30:00,44.92,-93.27788,"Vehicle hits bus standing in zone (except #11)",11,"Terminal","7229",NA
2018-02-06,13:22:00,44.96179,-93.29211,"Vehicle hits bus standing in zone (except #11)",2,"Southbound","1732",NA
2018-03-15,13:21:00,44.9616867,-93.2777691,"Vehicle hits bus standing in zone (except #11)",18,"Northbound","7125",15
2017-02-01,12:57:00,44.9144676,-93.3188775,"Sideswipes between intersections",6,"Southbound","1730",NA
2017-08-08,18:07:00,44.9465742,-93.1170306,"Passenger falls or injuries on/near lift",21,"Westbound","1553",6
2017-04-01,10:54:00,44.9483243,-93.2884352,"Falls alighting - front door",21,"Westbound","1724",NA
2017-05-06,13:25:00,44.9772511,-93.2759219,"Falls, bumps, etc. - bus stopping",17,"Southbound","7329",NA
2018-05-02,14:34:00,44.97223,-93.27628,"Falls, bumps, etc. - bus running straight",17,"Southbound","7223",30
2016-07-14,14:24:00,44.9733021,-93.2762314,"Collision - other vehicle pulling to/from curb or driveway",852,"Southbound","1648",2
2017-01-18,11:54:00,44.9765865,-93.2682179,"All other collisions by bus and vehicle between intersections",724,"Southbound","1439",NA
2016-12-30,19:45:00,44.9052396,-93.2670429,"Bus hits vehicle (includes bus backing or rolling back, except #46)",5,"Southbound","1537",0
2016-10-19,08:53:00,44.9993099,-93.2880255,"Vehicle hit bus (except #28) (includes vehicle backing or rolling back)",22,"Southbound","1542",NA
2017-06-15,14:54:00,45.0158719,-93.2879991,"Vehicle hits bus standing in zone (except #11)",22,"Southbound","1540",45
2016-12-17,13:43:00,45.0035596,-93.3081382,"Vehicle hits bus standing in zone (except #11)",19,"Northbound","1118",20
2017-03-29,08:45:00,45.0237563,-93.2836809,"With fixed objects",724,"Westbound","1655",10
2016-06-02,14:56:00,45.0596059,-93.3176124,"Passenger falls or injuries on/near lift",722,"Terminal","1649",1
2018-04-16,08:01:00,44.97946,-93.26859,"Falls alighting - front door",852,"Eastbound","1537",NA
2018-04-19,17:57:00,44.89808,-93.22352,"Struck by front doors alighting",22,NA,"1256",NA
2016-07-18,12:20:00,44.9726332,-93.2617106,"Falls, bumps, etc. - bus turning at curves or corners",5,"Northbound","1662",35
2017-06-01,15:39:00,44.9747942,-93.2694297,"Right turn - other vehicle from rear",250,NA,"1132",0
2018-01-30,07:58:00,44.98153,-93.27435,"Sideswipe - bus passing other vehicle (moving/standing/double parked)",3,"Northbound","1709",0
2018-03-01,08:03:00,44.98431,-93.28907,"Sideswipe - bus passing other vehicle (moving/standing/double parked)",19,"Southbound","1627",NA
2018-05-04,17:33:00,44.95389,-93.09402,"Collision - other vehicle cutting into bus (except #11)",94,"Westbound","7179",NA
2016-09-26,08:49:00,45.131834,-93.2420767,"Bus hits vehicle (includes bus backing or rolling back, except #46)",25,"Westbound","7217",2
2017-12-06,08:14:00,44.92936,-93.2625,"Vehicle hits bus standing in zone (except #11)",5,"Northbound","1417",8
2018-02-07,14:40:00,44.95572,-93.26262,"Vehicle hits bus standing in zone (except #11)",5,"Southbound","1764",20
2017-10-17,17:51:00,44.95725,-93.2881,"Vehicle hits bus standing in zone (except #11)",4,NA,"1428",20
2017-10-20,07:41:00,44.97915,-93.39606,"With fixed objects",645,"Eastbound","7168",14
2016-10-10,12:50:00,44.9787832,-93.2760508,"With fixed objects",94,"Westbound","3242",NA
2017-05-04,16:49:00,45.0711687,-93.2636306,"Passenger falls or injuries on/near lift",10,"Southbound","7342",15
2018-05-02,13:11:00,44.94519,-93.09699,"Falls alighting - front door",94,"Eastbound","3421",7
2017-09-28,10:51:00,44.94685,-93.26276,"Falls, bumps, etc. - bus starting",9,"Terminal","1620",1
2017-06-06,17:19:00,45.0417913,-93.2471382,"Falls, bumps, etc. - bus stopping",10,"Northbound","7215",45
2017-09-21,16:08:00,44.98079,-93.27074,"Falls, bumps, etc. - bus stopping",59,NA,"1324",40
2017-06-01,19:05:00,44.9774751,-93.276347,"On board accidents not otherwise classified",22,"Southbound","1120",NA
2018-04-06,22:16:00,44.97572,-93.25403,"Falls - approaching to board or after alighting (bus not contacted)",7,"Southbound","1632",NA
2018-02-26,07:21:00,44.97665,-93.26309,"Incidents not otherwise classified",22,"Southbound","1141",10
2017-12-05,13:29:00,44.98289,-93.24509,"Straight across - other vehicle from right",6,"Eastbound","1754",18
2016-11-10,07:09:00,44.9993363,-93.3018849,"Vehicle turns right in front of bus (includes bus standing/leaving nearside zone)",14,"Eastbound","1221",10
2016-12-21,18:06:00,44.8832241,-93.2953818,"Vehicle turns right in front of bus (includes bus standing/leaving nearside zone)",535,"Northbound","3358",5
2017-09-14,08:15:00,44.9744917,-93.2808637,"Sideswipe - other vehicle passing bus (bus standing/moving in traffic)",6,"Northbound","1169",30
2018-02-01,12:54:00,44.94394,-93.40353,"Sideswipe - other vehicle passing bus (bus standing/moving in traffic)",921,"Northbound","1171",6
2018-04-04,08:31:00,45.02479,-93.23716,"All other collisions by bus and vehicle between intersections",4,"Southbound","1171",12
2017-08-08,06:47:00,44.8638467,-93.2900379,"Vehicle hits bus standing in zone (except #11)",535,"Southbound","1224",20
2018-02-26,15:25:00,44.91241,-93.32898,"Vehicle hits bus standing in zone (except #11)",6,"Northbound","1261",6
2017-09-22,20:56:00,45.01272,-93.28811,"Vehicle hits bus standing in zone (except #11)",22,NA,"1223",25
2018-03-08,09:45:00,44.97469,-93.27233,"Right mirror - glass breakage only",535,"Southbound","1276",9
2017-02-01,12:57:00,44.9070305,-93.3188244,"All other collisions between company vehicles",6,"Northbound","1410",15
2017-10-17,11:20:00,45.00315,-93.30719,"Other bike rack related incidents",14,"Eastbound","1250",20
2017-05-10,05:58:00,45.0583149,-93.3041063,"With fixed objects",22,"Southbound","1273",3
2018-02-07,10:46:00,44.8531,-93.23816,"With fixed objects",5,"Terminal","1258",0
2017-07-27,14:10:00,45.0595043,-93.3185236,"Passenger falls or injuries on/near lift",5,"Terminal","1254",4
2017-07-03,10:20:00,44.9628796,-93.2626551,"Passenger falls or injuries on/near lift",5,"Southbound","1260",35
2018-02-28,14:21:00,44.97825,-93.27226,"Struck by rear doors alighting (push-out doors, operator closed)",14,"Southbound","1273",NA
2016-10-20,08:00:00,44.9759516,-93.2778276,"Falls, bumps, etc. - bus starting",4,"Southbound","1249",NA
2017-05-04,08:46:00,44.961212,-93.1671116,"Falls, bumps, etc. - bus stopping",921,NA,"8006",NA
2017-04-05,14:04:00,44.9710969,-93.2621468,"Falls, bumps, etc. - bus stopping",5,"Northbound","1669",NA
2017-06-04,19:15:00,44.8985914,-93.2230327,"Falls, bumps, etc. - bus stopping",7,"Northbound","1228",4
2017-01-01,12:56:00,44.9105605,-93.1521393,"Falls, bumps, etc. - bus running straight",54,"Westbound","1733",15
2018-04-04,08:27:00,44.88403,-93.10762,"Left turn - other vehicle from left",75,"Northbound","1525",0
2018-03-14,08:57:00,44.97356,-93.26108,"Sideswipe - bus passing other vehicle (moving/standing/double parked)",355,"Eastbound","3267",0
2017-08-11,08:29:00,44.9464867,-93.0994745,"Collision - other vehicle parked at curb (includes opened doors)",74,"Westbound","1769",NA
2017-07-03,13:53:00,44.9503874,-93.0557011,"Collision - other vehicle parked at curb (includes opened doors)",70,"Southbound","1605",5
2018-02-07,07:42:00,44.95188,-93.12983,"Collision on, entering or exiting a bus shoulder lane",365,"Westbound","0211",45
2017-04-11,18:18:00,44.9871146,-93.2026618,"All other collisions by bus and vehicle between intersections",3,"Westbound","3265",6
2017-06-01,17:24:00,44.9761759,-93.1840044,"Bus hits vehicle (includes bus backing or rolling back, except #46)",3,"Eastbound","1525",15
2018-02-26,13:33:00,44.95013,-93.29731,"With fixed objects",21,"Terminal","1206",0
2018-02-27,12:04:00,45.03012,-93.02539,"With fixed objects",64,"Terminal","7308",0
2017-04-06,18:42:00,44.9775038,-93.0719879,"With fixed objects",64,"Eastbound","7319",27
2017-07-24,07:24:00,44.9669547,-93.2206,"Passenger falls or injuries on/near lift",365,"Terminal","1769",10
2017-06-27,17:49:00,44.9198121,-93.2203748,"Struck by doors - boarding",74,"Terminal","1297",1
2018-02-28,14:19:00,45.02226,-93.08775,"Limited Mobility device tips, securement issue, seat belt issue, or occupants fall ",71,"Southbound","1524",4
2017-06-05,11:11:00,44.9716998,-93.0835518,"Falls, bumps, etc. - bus stopping",71,"Northbound","1782",4
2018-03-01,10:38:00,44.99917,-93.01336,"Falls, bumps, etc. - bus stopping",64,"Westbound","7141",5
2017-05-09,20:42:00,44.9450795,-93.0968545,"Falls, bumps, etc. - bus stopping",74,"Eastbound","1612",15
2017-06-05,14:44:00,44.9197038,-93.218162,"On board accidents not otherwise classified",74,"Westbound","1202",5
2017-03-06,15:44:00,44.9761361,-93.2772684,"Straight across - other vehicle from right",17,"Northbound","7113",NA
2017-11-15,11:29:00,44.91393,-93.20559,"Right turn - other vehicle from left",23,NA,"1441",NA
2017-03-22,07:36:00,44.9487006,-93.274988,"Right turn - other vehicle from right",6,"Southbound","1323",NA
2017-01-23,13:31:00,44.9627564,-93.2711016,"Vehicle turns right in front of bus (includes bus standing/leaving nearside zone)",2,"Westbound","1332",20
2017-04-12,16:50:00,44.9622253,-93.2777806,"Collision - other vehicle parked at curb (includes opened doors)",18,"Northbound","7126",NA
2017-03-23,13:16:00,44.9533196,-93.2978373,"Bus hits vehicle (includes bus backing or rolling back, except #46)",6,"Southbound","1570",NA
2018-04-13,06:40:00,44.9197147,-93.2745749,"Vehicle hit bus (except #28) (includes vehicle backing or rolling back)",11,"Southbound","7113",1
2017-06-29,16:46:00,44.9662136,-93.2378098,"Bus pulling away from zone hits or is hit by moving vehicle (except #11)",2,"Southbound","1573",20
2017-04-03,11:49:00,44.9792416,-93.2729889,"Vehicle hits bus standing in zone (except #11)",6,"Northbound","1719",2
2018-03-06,11:43:00,44.96266,-93.26274,"Vehicle hits bus standing in zone (except #11)",2,"Eastbound","1640",20
2018-04-16,10:37:00,44.959,-93.29406,"Bus hit snowbank",17,"Terminal","7320",NA
2017-12-24,12:05:00,44.94848,-93.23574,"Falls boarding",21,"Westbound","7324",15
2017-09-23,15:45:00,44.9665139,-93.2778757,"Falls boarding",18,"Southbound","7124",20
2017-05-19,11:06:00,44.9627472,-93.2539511,"Passenger falls or injuries on/near lift",2,"Westbound","1722",20
2017-08-21,21:34:00,44.9465846,-93.1139337,"Passenger falls out of mobility device",21,"Westbound","1573",10
2017-07-13,06:58:00,44.9808487,-93.2706811,"Falls, bumps, etc. - bus starting",18,"Northbound","7167",2
2017-05-19,12:51:00,44.9627195,-93.2670193,"Falls, bumps, etc. - bus stopping",2,"Eastbound","1726",20
2018-02-07,06:09:00,44.97458,-93.25101,"Straight across - other vehicle from right",22,"Southbound","1651",NA
2018-03-22,08:02:00,44.97906,-93.26476,"Sideswipe - bus passing other vehicle (moving/standing/double parked)",724,"Westbound","3435",2
2016-10-31,12:15:00,44.9720517,-93.2642382,"Sideswipe - bus passing other vehicle (moving/standing/double parked)",19,"Eastbound","1664",2
2016-06-01,08:37:00,45.0354195,-93.3047869,"Sideswipe - other vehicle passing bus (bus standing/moving in traffic)",724,"Northbound","1437",10
2016-06-01,08:37:00,45.0354481,-93.2980278,"Sideswipe - other vehicle passing bus (bus standing/moving in traffic)",724,"Northbound","1437",10
2016-08-30,08:53:00,44.99931,-93.2880801,"All other collisions by bus and vehicle between intersections",22,"Southbound","1125",NA
2016-10-05,08:17:00,44.9879538,-93.2891657,"Vehicle hit bus (except #28) (includes vehicle backing or rolling back)",5,"Southbound","1657",30
2016-06-04,18:04:00,45.0184667,-93.2955417,"Vehicle hit bus (except #28) (includes vehicle backing or rolling back)",5,"Northbound","3433",NA
2016-08-30,07:26:00,45.0367835,-93.2900411,"Vehicle hits bus standing in zone (except #11)",22,"Northbound","1545",7
2016-09-27,13:30:00,45.0191221,-93.3082528,"Vehicle hits bus standing in zone (except #11)",19,"Southbound","1547",1
2017-05-19,09:05:00,44.9802794,-93.2761975,"Right mirror - glass breakage only",724,"Northbound","1652",8
2016-06-23,13:41:00,44.97193,-93.2598476,"Sideswipes between intersections",724,"Southbound","1659",1
2017-01-19,06:22:00,44.9756501,-93.2689943,"With fixed objects",250,"Southbound","3440",0
2016-12-29,09:16:00,44.8533923,-93.2382316,"With fixed objects",5,"Terminal","1663",0
2016-07-27,08:45:00,44.955134,-93.2426798,"Falls boarding",22,"Northbound","1646",6
2017-04-20,23:40:00,44.9779685,-93.2766137,"Falls boarding",19,"Southbound","1654",15
2017-06-13,15:47:00,45.2086428,-93.4046487,"Limited Mobility device tips, securement issue, seat belt issue, or occupants fall ",852,"Westbound","1537",1
2016-06-16,07:25:00,45.0595267,-93.3181306,"Struck by front doors alighting",724,"Terminal","1438",25
2017-11-05,09:21:00,44.91909,-93.26265,"Falls, bumps, etc. - bus stopping",5,"Southbound","1648",40
2016-06-03,08:47:00,44.9395168,-93.245995,"Falls, bumps, etc. - bus running straight",22,"Southbound","1545",5
2018-04-16,14:24:00,45.02038,-93.28241,"Falls, bumps, etc. - bus running straight",724,"Westbound","1657",NA
2017-04-13,15:19:00,45.0098461,-93.2474379,"Straight across - other vehicle from right",10,"Southbound","1137",40
2016-12-19,12:42:00,45.0719537,-93.2465592,"Sideswipe - bus passing other vehicle (moving/standing/double parked)",10,"Southbound","7342",4
2016-12-26,11:48:00,44.9773714,-93.1253985,"Sideswipe - bus and vehicle opposite directions (moving/standing/double parked)",3,"Eastbound","1512",1
2017-05-12,21:28:00,45.0352539,-93.3085769,"Sideswipe - bus and vehicle opposite directions (moving/standing/double parked)",19,"Southbound","1518",11
2018-02-22,10:56:00,44.96473,-93.066,"Sideswipe - other vehicle passing bus (bus standing/moving in traffic)",61,"Northbound","1629",12
2018-04-04,08:27:00,44.98018,-93.27963,"End to end in loading zone (except #46)",19,"Southbound","1627",NA
2017-05-03,18:59:00,44.9787048,-93.2764975,"With fixed objects",94,"Northbound","3415",3
2018-02-20,12:03:00,44.97433,-93.2744,"Falls, bumps, etc. - bus starting",10,"Southbound","7342",3
2016-12-16,07:43:00,44.9839484,-93.1670935,"Straight across - other vehicle from right",921,"Southbound","8007",8
2017-01-01,16:26:00,44.8893639,-93.3290231,"Left turn - other vehicle from ahead",6,"Southbound","1228",NA
2017-05-19,17:26:00,44.9788136,-93.2614326,"All other intersection collisions",535,NA,"1670",0
2017-11-15,10:45:00,44.93225,-93.31297,"Sideswipe - bus passing other vehicle (moving/standing/double parked)",6,"Northbound","1255",NA
2017-04-27,16:50:00,44.9758494,-93.2693702,"Collision - other vehicle cutting into bus (except #11)",5,"Northbound","1673",NA
2017-01-09,17:02:00,44.9735584,-93.2732943,"Collision - other vehicle pulling to/from curb or driveway",597,"Southbound","1230",10
2017-12-28,15:56:00,44.87786,-93.32136,"Collision - other vehicle pulling to/from curb or driveway",6,"Westbound","1430",NA
2017-10-23,15:57:00,45.00325,-93.30721,"All other collisions by bus and vehicle between intersections",14,"Westbound","1407",30
2017-12-01,17:51:00,44.97438,-93.28149,"Bus hits vehicle (includes bus backing or rolling back, except #46)",4,"Southbound","1433",30
2017-03-20,07:53:00,44.9323301,-93.2473875,"Vehicle hits bus standing in zone (except #11)",14,"Southbound","1223",40
2017-02-07,11:24:00,44.9734249,-93.283843,"With fixed objects",6,"Southbound","1410",NA
2017-11-10,16:00:00,44.97581,-93.26205,"With fixed objects",589,"Terminal","1256",0
2018-02-03,17:10:00,45.01255,-93.16836,"Falls boarding",921,"Terminal","8010",8
2017-03-23,14:28:00,45.0156869,-93.2955111,"Falls alighting - front door",5,"Northbound","1705",NA
2018-02-07,06:25:00,44.95604,-93.16704,"Falls, bumps, etc. - bus starting",921,"Southbound","8007",5
2017-04-14,16:22:00,44.971804,-93.2617148,"Falls, bumps, etc. - bus starting",5,"Northbound","1255",24
2017-02-24,20:01:00,44.8544182,-93.2370567,"Falls, bumps, etc. - bus starting",22,"Southbound","1671",25
2016-12-02,18:35:00,44.8943556,-93.2673149,"Falls, bumps, etc. - bus stopping",5,"Southbound","1400",10
2016-12-29,10:02:00,44.9870951,-93.2877827,"Falls, bumps, etc. - bus turning at curves or corners",5,"Northbound","1251",6
2016-10-17,12:10:00,44.9773943,-93.2756807,"On board accidents not otherwise classified",4,"Southbound","1274",NA
2017-05-01,10:42:00,44.948464,-93.091206,"Vehicle turns right in front of bus (includes bus standing/leaving nearside zone)",64,"Westbound","7311",20
2017-08-16,17:05:00,44.9474834,-93.0928648,"Sideswipe - other vehicle passing bus (bus standing/moving in traffic)",3,"Northbound","1606",0
2017-08-16,17:05:00,44.9478268,-93.0931666,"Sideswipe - other vehicle passing bus (bus standing/moving in traffic)",3,"Northbound","1606",0
2017-05-19,06:05:00,44.9468259,-93.1035831,"Collision - other vehicle cutting into bus (except #11)",64,"Eastbound","7310",0
2017-07-11,14:42:00,44.9430229,-93.0812925,"Bus hits vehicle (includes bus backing or rolling back, except #46)",71,"Northbound","1609",45
2018-04-18,08:31:00,44.94605,-93.08954,"Bus pulling away from zone hits or is hit by moving vehicle (except #11)",68,"Southbound","1772",16
2017-07-13,07:11:00,44.882907,-93.2108125,"Vehicle hits bus standing in zone (except #11)",54,"Westbound","1608",12
2017-05-17,15:09:00,44.9774608,-93.2702657,"Right mirror - glass breakage only",375,"Northbound","3371",0
2017-08-16,11:30:00,44.9790559,-93.0395356,"With fixed objects",64,"Westbound","7151",10
2017-09-19,16:27:00,44.88105,-93.20907,"Falls, bumps, etc. - bus stopping",54,"Eastbound","1781",20
2018-01-25,11:51:00,44.98016,-93.23432,"Incidents not otherwise classified",3,"Southbound","3406",12
2017-07-20,07:31:00,44.9617428,-93.2879563,"Vehicle hits bus standing in zone (except #11)",4,"Northbound","1152",20
2017-01-02,20:08:00,45.0409096,-93.2602859,"Collision - other vehicle parked at curb (includes opened doors)",11,"Eastbound","7225",NA
2018-02-28,09:04:00,44.95916,-93.2878,"Straight across - other vehicle from left",17,"Westbound","7164",20
2017-01-16,16:56:00,44.9295902,-93.270131,"Straight across - other vehicle from left",11,"Northbound","7121",NA
2017-12-06,18:33:00,44.92831,-93.35592,"Straight across - other vehicle from left",12,"Pull-in","1180",NA
2017-03-18,18:17:00,44.9723655,-93.2780012,"Left turn - other vehicle from left",17,"Eastbound","7161",12
2016-09-12,17:09:00,44.9832322,-93.2675934,"Left turn - other vehicle from right",4,"Southbound","1044",20
2016-10-04,09:54:00,44.9497302,-93.3143244,"Vehicle turns right in front of bus (includes bus standing/leaving nearside zone)",17,"Westbound","7161",NA
2016-12-16,15:42:00,44.9483173,-93.2883895,"Sideswipe - other vehicle passing bus (bus standing/moving in traffic)",21,"Eastbound","1441",NA
2016-09-29,16:06:00,44.9206194,-93.2152881,"Collision - other vehicle parked at curb (includes opened doors)",9,"Northbound","7327",4
2018-04-06,18:43:00,44.9591261,-93.2899829,"All other collisions by bus and vehicle between intersections",17,"Southbound","7114",NA
2016-11-15,10:47:00,44.8294526,-93.2785667,"Bus hits vehicle (includes bus backing or rolling back, except #46)",18,"Southbound","7127",NA
2016-08-25,11:08:00,44.9773611,-93.2758314,"Vehicle hit bus (except #28) (includes vehicle backing or rolling back)",18,"Southbound","7124",47
2017-05-25,14:30:00,44.9340867,-93.2883883,"Bus pulling away from zone hits or is hit by moving vehicle (except #11)",23,"Northbound","1339",NA
2017-05-24,13:22:00,44.9627961,-93.2412506,"Bus pulling away from zone hits or is hit by moving vehicle (except #11)",2,"Westbound","1554",NA
2017-07-20,14:38:00,44.9574964,-93.2953913,"Vehicle hits bus standing in zone (except #11)",6,"Southbound","1729",25
2017-08-05,12:57:00,44.9484284,-93.2770896,"Vehicle hits bus standing in zone (except #11)",21,"Westbound","7156",3
2018-02-04,14:44:00,44.96269,-93.2912,"Vehicle hits bus standing in zone (except #11)",2,"Terminal","1729",0
2017-12-11,14:58:00,44.9555,-93.15685,"Vehicle hits bus standing in zone (except #11)",21,"Westbound","1571",12
2018-03-15,17:38:00,44.97928,-93.27309,"Vehicle hits bus standing in zone (except #11)",6,"Southbound","1331",25
2018-03-09,15:57:00,44.95482,-93.29717,"Vehicle hits bus standing in zone (except #11)",17,"Southbound","7153",40
2018-03-10,17:15:00,44.94831,-93.27393,"Vehicle hits bus standing in zone (except #11)",21,"Eastbound","1603",NA
2017-06-20,19:03:00,44.9483203,-93.2526834,"Vehicle hits bus standing in zone (except #11)",21,"Eastbound","1717",18
2016-09-07,13:14:00,44.9608295,-93.277768,"At loading zones",18,"Northbound","7118",30
2017-12-27,06:05:00,44.94843,-93.28658,"Any accident involving bicycles",21,"Terminal","1566",NA
2017-01-03,08:55:00,45.0171771,-93.2689255,"With fixed objects",11,"Northbound","7128",7
2016-08-02,10:07:00,44.9963438,-93.2639591,"With fixed objects",11,"Southbound","7120",17
